	Symbol	Entrez	Description	Signature	SignatureID	Name	Ensembl	Genbank	Unigene	MetaSignature	Key	References	PubmedID	SelectionCriteria	Organism	HugoSymbol	Source	Database	taxid	ProbeID	logFC	P.Value	adj.P.Val	AveExpr	t	HomoloGeneRelease	ID	Function	EnsemblID	UnigeneID	GenbankID	Notes	NamePaper	FoldChange
1592858	IL1R1	3554	ATSC	ATSC		interleukin 1 receptor type 1				ATSC	Wong2008				human	IL1R1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Il1r1	
1592859	IL2RA	3559	ATSC	ATSC		interleukin 2 receptor subunit alpha				ATSC	Wong2008				human	IL2RA	Wong et al, Cell Stem Cell, 2008	Custom	9606														Il2ra	
1592860	IL6	3569	ATSC	ATSC		interleukin 6				ATSC	Wong2008				human	IL6	Wong et al, Cell Stem Cell, 2008	Custom	9606														Il6	
1592861	IMPACT	55364	ATSC	ATSC		impact RWD domain protein				ATSC	Wong2008				human	IMPACT	Wong et al, Cell Stem Cell, 2008	Custom	9606														Impact	
1592862	PATJ	10207	ATSC	ATSC		PATJ, crumbs cell polarity complex component				ATSC	Wong2008				human	PATJ	Wong et al, Cell Stem Cell, 2008	Custom	9606														Inadl	
1592863	INHBB	3625	ATSC	ATSC		inhibin beta B				ATSC	Wong2008				human	INHBB	Wong et al, Cell Stem Cell, 2008	Custom	9606														Inhbb	
1592864	INVS	27130	ATSC	ATSC		inversin				ATSC	Wong2008				human	INVS	Wong et al, Cell Stem Cell, 2008	Custom	9606														Invs	
1592865	IRF6	3664	ATSC	ATSC		interferon regulatory factor 6				ATSC	Wong2008				human	IRF6	Wong et al, Cell Stem Cell, 2008	Custom	9606														Irf6	
1592866	IRF7	3665	ATSC	ATSC		interferon regulatory factor 7				ATSC	Wong2008				human	IRF7	Wong et al, Cell Stem Cell, 2008	Custom	9606														Irf7	
1592867	ISG15	9636	ATSC	ATSC		ISG15 ubiquitin-like modifier				ATSC	Wong2008				human	ISG15	Wong et al, Cell Stem Cell, 2008	Custom	9606														Isg15	
1592868	ITGAE	3682	ATSC	ATSC		integrin subunit alpha E				ATSC	Wong2008				human	ITGAE	Wong et al, Cell Stem Cell, 2008	Custom	9606														Itgae	
1592869	ITGB5	3693	ATSC	ATSC		integrin subunit beta 5				ATSC	Wong2008				human	ITGB5	Wong et al, Cell Stem Cell, 2008	Custom	9606														Itgb5	
1592870	ITM2A	9452	ATSC	ATSC		integral membrane protein 2A				ATSC	Wong2008				human	ITM2A	Wong et al, Cell Stem Cell, 2008	Custom	9606														Itm2a	
1592871	ITM2C	81618	ATSC	ATSC		integral membrane protein 2C				ATSC	Wong2008				human	ITM2C	Wong et al, Cell Stem Cell, 2008	Custom	9606														Itm2c	
1592872	ITSN1	6453	ATSC	ATSC		intersectin 1				ATSC	Wong2008				human	ITSN1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Itsn1	
1592873	JAK1	3716	ATSC	ATSC		Janus kinase 1				ATSC	Wong2008				human	JAK1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Jak1	
1592874	TAF1D	79101	ATSC	ATSC		TATA-box binding protein associated factor, RNA polymerase I subunit D				ATSC	Wong2008				human	TAF1D	Wong et al, Cell Stem Cell, 2008	Custom	9606														Josd3	
1592875	JUN	3725	ATSC	ATSC		jun proto-oncogene				ATSC	Wong2008				human	JUN	Wong et al, Cell Stem Cell, 2008	Custom	9606														Jun	
1592876	JUNB	3726	ATSC	ATSC		jun B proto-oncogene				ATSC	Wong2008				human	JUNB	Wong et al, Cell Stem Cell, 2008	Custom	9606														Junb	
1592877	JUND	3727	ATSC	ATSC		jun D proto-oncogene				ATSC	Wong2008				human	JUND	Wong et al, Cell Stem Cell, 2008	Custom	9606														Jund1	
1592878	KAZALD1	81621	ATSC	ATSC		Kazal type serine peptidase inhibitor domain 1				ATSC	Wong2008				human	KAZALD1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kazald1	
1592879	KCNA1	3736	ATSC	ATSC		potassium voltage-gated channel subfamily A member 1				ATSC	Wong2008				human	KCNA1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kcna1	
1592880	KCNA2	3737	ATSC	ATSC		potassium voltage-gated channel subfamily A member 2				ATSC	Wong2008				human	KCNA2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kcna2	
1592881	KCND2	3751	ATSC	ATSC		potassium voltage-gated channel subfamily D member 2				ATSC	Wong2008				human	KCND2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kcnd2	
1592882	KCNK2	3776	ATSC	ATSC		potassium two pore domain channel subfamily K member 2				ATSC	Wong2008				human	KCNK2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kcnk2	
1592883	KCNMA1	3778	ATSC	ATSC		potassium calcium-activated channel subfamily M alpha 1				ATSC	Wong2008				human	KCNMA1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kcnma1	
1592884	KDELR3	11015	ATSC	ATSC		KDEL endoplasmic reticulum protein retention receptor 3				ATSC	Wong2008				human	KDELR3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kdelr3	
1592885	KHDRBS3	10656	ATSC	ATSC		KH domain containing, RNA binding, signal transduction associated 3				ATSC	Wong2008				human	KHDRBS3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Khdrbs3	
1592886	KITLG	4254	ATSC	ATSC		KIT ligand				ATSC	Wong2008				human	KITLG	Wong et al, Cell Stem Cell, 2008	Custom	9606														Kitl	
1592887	KLF10	7071	ATSC	ATSC		Kruppel-like factor 10				ATSC	Wong2008				human	KLF10	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klf10	
1592888	KLF2	10365	ATSC	ATSC		Kruppel-like factor 2				ATSC	Wong2008				human	KLF2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klf2	
1592889	KLF4	9314	ATSC	ATSC		Kruppel-like factor 4 (gut)				ATSC	Wong2008				human	KLF4	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klf4	
1592890	KLF6	1316	ATSC	ATSC		Kruppel-like factor 6				ATSC	Wong2008				human	KLF6	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klf6	
1592891	KLF9	687	ATSC	ATSC		Kruppel-like factor 9				ATSC	Wong2008				human	KLF9	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klf9	
1592892	KLK8	11202	ATSC	ATSC		kallikrein related peptidase 8				ATSC	Wong2008				human	KLK8	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klk8	
1592893	KLRB1	3820	ATSC	ATSC		killer cell lectin like receptor B1				ATSC	Wong2008				human	KLRB1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klrb1a	
1592894	KLRG1	10219	ATSC	ATSC		killer cell lectin like receptor G1				ATSC	Wong2008				human	KLRG1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Klrg1	
1592895	KRBA1	84626	ATSC	ATSC		KRAB-A domain containing 1				ATSC	Wong2008				human	KRBA1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Krba1	
1592896	KRT6B	3854	ATSC	ATSC		keratin 6B, type II				ATSC	Wong2008				human	KRT6B	Wong et al, Cell Stem Cell, 2008	Custom	9606														Krt6a	
1592897	KTN1	3895	ATSC	ATSC		kinectin 1				ATSC	Wong2008				human	KTN1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ktn1	
1592898	L1CAM	3897	ATSC	ATSC		L1 cell adhesion molecule				ATSC	Wong2008				human	L1CAM	Wong et al, Cell Stem Cell, 2008	Custom	9606														L1cam	
1592899	LAMA2	3908	ATSC	ATSC		laminin subunit alpha 2				ATSC	Wong2008				human	LAMA2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lama2	
1592900	LAMB1	3912	ATSC	ATSC		laminin subunit beta 1				ATSC	Wong2008				human	LAMB1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lamb1-1	
1592901	LAMC1	3915	ATSC	ATSC		laminin subunit gamma 1				ATSC	Wong2008				human	LAMC1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lamc1	
1592902	LARGE	9215	ATSC	ATSC		like-glycosyltransferase				ATSC	Wong2008				human	LARGE	Wong et al, Cell Stem Cell, 2008	Custom	9606														Large	
1592903	CERS4	79603	ATSC	ATSC		ceramide synthase 4				ATSC	Wong2008				human	CERS4	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lass4	
1592904	LATS2	26524	ATSC	ATSC		large tumor suppressor kinase 2				ATSC	Wong2008				human	LATS2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lats2	
1592905	P3H3	10536	ATSC	ATSC		prolyl 3-hydroxylase 3				ATSC	Wong2008				human	P3H3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Leprel2	
1592906	LGALS1	3956	ATSC	ATSC		lectin, galactoside-binding, soluble, 1				ATSC	Wong2008				human	LGALS1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lgals1	
1592907	LGALS3BP	3959	ATSC	ATSC		lectin, galactoside-binding, soluble, 3 binding protein				ATSC	Wong2008				human	LGALS3BP	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lgals3bp	
1592908	LGR5	8549	ATSC	ATSC		leucine-rich repeat containing G protein-coupled receptor 5				ATSC	Wong2008				human	LGR5	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lgr5	
1592909	LHFP	10186	ATSC	ATSC		lipoma HMGIC fusion partner				ATSC	Wong2008				human	LHFP	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lhfp	
1592910	LILRB3	11025	ATSC	ATSC		leukocyte immunoglobulin like receptor B3				ATSC	Wong2008				human	LILRB3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lilrb3	
1592911	LMO2	4005	ATSC	ATSC		LIM domain only 2				ATSC	Wong2008				human	LMO2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lmo2	
1592912	LPIN1	23175	ATSC	ATSC		lipin 1				ATSC	Wong2008				human	LPIN1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lpin1	
1592913	LPP	4026	ATSC	ATSC		LIM domain containing preferred translocation partner in lipoma				ATSC	Wong2008				human	LPP	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lpp	
1592914	LRP4	4038	ATSC	ATSC		LDL receptor related protein 4				ATSC	Wong2008				human	LRP4	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lrp4	
1592915	LRRC8A	56262	ATSC	ATSC		leucine-rich repeat containing 8 family member A				ATSC	Wong2008				human	LRRC8A	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lrrc8a	
1592916	LRRFIP1	9208	ATSC	ATSC		leucine rich repeat (in FLII) interacting protein 1				ATSC	Wong2008				human	LRRFIP1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lrrfip1	
1592917	LSM14B	149986	ATSC	ATSC		LSM family member 14B				ATSC	Wong2008				human	LSM14B	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lsm14b	
1592918	LSP1	4046	ATSC	ATSC		lymphocyte-specific protein 1				ATSC	Wong2008				human	LSP1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lsp1	
1592919	LST1	7940	ATSC	ATSC		leukocyte specific transcript 1				ATSC	Wong2008				human	LST1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Lst1	
1592920	LTB	4050	ATSC	ATSC		lymphotoxin beta				ATSC	Wong2008				human	LTB	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ltb	
1592921	LTBP1	4052	ATSC	ATSC		latent transforming growth factor beta binding protein 1				ATSC	Wong2008				human	LTBP1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ltbp1	
1592922	LTBP2	4053	ATSC	ATSC		latent transforming growth factor beta binding protein 2				ATSC	Wong2008				human	LTBP2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ltbp2	
1592923	LTBP3	4054	ATSC	ATSC		latent transforming growth factor beta binding protein 3				ATSC	Wong2008				human	LTBP3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ltbp3	
1592924	LY75	4065	ATSC	ATSC		lymphocyte antigen 75				ATSC	Wong2008				human	LY75	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ly75	
1592925	MAGED1	9500	ATSC	ATSC		MAGE family member D1				ATSC	Wong2008				human	MAGED1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Maged1	
1592926	MAGI2	9863	ATSC	ATSC		membrane associated guanylate kinase, WW and PDZ domain containing 2				ATSC	Wong2008				human	MAGI2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Magi2	
1592927	MAN1A1	4121	ATSC	ATSC		mannosidase alpha class 1A member 1				ATSC	Wong2008				human	MAN1A1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Man1a	
1592928	MARCKS	4082	ATSC	ATSC		myristoylated alanine rich protein kinase C substrate				ATSC	Wong2008				human	MARCKS	Wong et al, Cell Stem Cell, 2008	Custom	9606														Marcks	
1592929	MARCKSL1	65108	ATSC	ATSC		MARCKS-like 1				ATSC	Wong2008				human	MARCKSL1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Marcksl1	
1592930	MATN2	4147	ATSC	ATSC		matrilin 2				ATSC	Wong2008				human	MATN2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Matn2	
1592931	MCOLN2	255231	ATSC	ATSC		mucolipin 2				ATSC	Wong2008				human	MCOLN2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mcoln2	
1592932	MDFIC	29969	ATSC	ATSC		MyoD family inhibitor domain containing				ATSC	Wong2008				human	MDFIC	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mdfic	
1592933	MEF2A	4205	ATSC	ATSC		myocyte enhancer factor 2A				ATSC	Wong2008				human	MEF2A	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mef2a	
1592934	MEIS1	4211	ATSC	ATSC		Meis homeobox 1				ATSC	Wong2008				human	MEIS1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Meis1	
1592935	MFGE8	4240	ATSC	ATSC		milk fat globule-EGF factor 8 protein				ATSC	Wong2008				human	MFGE8	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mfge8	
1592936	MFNG	4242	ATSC	ATSC		MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase				ATSC	Wong2008				human	MFNG	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mfng	
1592937	MGST1	4257	ATSC	ATSC		microsomal glutathione S-transferase 1				ATSC	Wong2008				human	MGST1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mgst1	
1592938	MITF	4286	ATSC	ATSC		microphthalmia-associated transcription factor				ATSC	Wong2008				human	MITF	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mitf	
1592939	KMT2A	4297	ATSC	ATSC		lysine methyltransferase 2A				ATSC	Wong2008				human	KMT2A	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mll1	
1592940	KMT2E	55904	ATSC	ATSC		lysine methyltransferase 2E				ATSC	Wong2008				human	KMT2E	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mll5	
1592941	MLLT3	4300	ATSC	ATSC		myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3				ATSC	Wong2008				human	MLLT3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mllt3	
1592942	MMP17	4326	ATSC	ATSC		matrix metallopeptidase 17				ATSC	Wong2008				human	MMP17	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mmp17	
1592943	MOXD1	26002	ATSC	ATSC		monooxygenase, DBH-like 1				ATSC	Wong2008				human	MOXD1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Moxd1	
1592944	MPDZ	8777	ATSC	ATSC		multiple PDZ domain crumbs cell polarity complex component				ATSC	Wong2008				human	MPDZ	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mpdz	
1592945	MPL	4352	ATSC	ATSC		MPL proto-oncogene, thrombopoietin receptor				ATSC	Wong2008				human	MPL	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mpl	
1592946	MPZL1	9019	ATSC	ATSC		myelin protein zero like 1				ATSC	Wong2008				human	MPZL1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mpzl1	
1592947	MRPL52	122704	ATSC	ATSC		mitochondrial ribosomal protein L52				ATSC	Wong2008				human	MRPL52	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mrpl52	
1592948	MSI2	124540	ATSC	ATSC		musashi RNA binding protein 2				ATSC	Wong2008				human	MSI2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Msi2	
1592949	MSN	4478	ATSC	ATSC		moesin				ATSC	Wong2008				human	MSN	Wong et al, Cell Stem Cell, 2008	Custom	9606														Msn	
1592950	MAP7	9053	ATSC	ATSC		microtubule associated protein 7				ATSC	Wong2008				human	MAP7	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mtap7	
1592951	MUC13	56667	ATSC	ATSC		mucin 13, cell surface associated				ATSC	Wong2008				human	MUC13	Wong et al, Cell Stem Cell, 2008	Custom	9606														Muc13	
1592952	MUC4	4585	ATSC	ATSC		mucin 4, cell surface associated				ATSC	Wong2008				human	MUC4	Wong et al, Cell Stem Cell, 2008	Custom	9606														Muc4	
1592953	MYADM	91663	ATSC	ATSC		myeloid-associated differentiation marker				ATSC	Wong2008				human	MYADM	Wong et al, Cell Stem Cell, 2008	Custom	9606														Myadm	
1592954	MYCN	4613	ATSC	ATSC		v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog				ATSC	Wong2008				human	MYCN	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mycn	
1592955	PPP1R15A	23645	ATSC	ATSC		protein phosphatase 1 regulatory subunit 15A				ATSC	Wong2008				human	PPP1R15A	Wong et al, Cell Stem Cell, 2008	Custom	9606														Myd116	
1592956	MYH3	4621	ATSC	ATSC		myosin, heavy chain 3, skeletal muscle, embryonic				ATSC	Wong2008				human	MYH3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Myh3	
1592957	MYL9	10398	ATSC	ATSC		myosin light chain 9				ATSC	Wong2008				human	MYL9	Wong et al, Cell Stem Cell, 2008	Custom	9606														Myl9	
1592958	MYLK	4638	ATSC	ATSC		myosin light chain kinase				ATSC	Wong2008				human	MYLK	Wong et al, Cell Stem Cell, 2008	Custom	9606														Mylk	
1592959	MYO1B	4430	ATSC	ATSC		myosin IB				ATSC	Wong2008				human	MYO1B	Wong et al, Cell Stem Cell, 2008	Custom	9606														Myo1b	
1592960	MYO5C	55930	ATSC	ATSC		myosin VC				ATSC	Wong2008				human	MYO5C	Wong et al, Cell Stem Cell, 2008	Custom	9606														Myo5c	
1592961	MYOC	4653	ATSC	ATSC		myocilin, trabecular meshwork inducible glucocorticoid response				ATSC	Wong2008				human	MYOC	Wong et al, Cell Stem Cell, 2008	Custom	9606														Myoc	
1592962	NAB2	4665	ATSC	ATSC		NGFI-A binding protein 2 (EGR1 binding protein 2)				ATSC	Wong2008				human	NAB2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nab2	
1592963	NAP1L3	4675	ATSC	ATSC		nucleosome assembly protein 1-like 3				ATSC	Wong2008				human	NAP1L3	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nap1l3	
1592964	NAV1	89796	ATSC	ATSC		neuron navigator 1				ATSC	Wong2008				human	NAV1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nav1	
1592965	NBEA	26960	ATSC	ATSC		neurobeachin				ATSC	Wong2008				human	NBEA	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nbea	
1592966	NBEAL2	23218	ATSC	ATSC		neurobeachin like 2				ATSC	Wong2008				human	NBEAL2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nbeal2	
1592967	NCAM1	4684	ATSC	ATSC		neural cell adhesion molecule 1				ATSC	Wong2008				human	NCAM1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ncam1	
1592968	NCAM2	4685	ATSC	ATSC		neural cell adhesion molecule 2				ATSC	Wong2008				human	NCAM2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ncam2	
1592969	NCKAP1	10787	ATSC	ATSC		NCK associated protein 1				ATSC	Wong2008				human	NCKAP1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nckap1	
1592970	NCR1	9437	ATSC	ATSC		natural cytotoxicity triggering receptor 1				ATSC	Wong2008				human	NCR1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ncr1	
1592971	NDN	4692	ATSC	ATSC		necdin, MAGE family member				ATSC	Wong2008				human	NDN	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ndn	
1592972	NDRG2	57447	ATSC	ATSC		NDRG family member 2				ATSC	Wong2008				human	NDRG2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ndrg2	
1592973	NDRG1	10397	ATSC	ATSC		N-myc downstream regulated 1				ATSC	Wong2008				human	NDRG1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Ndrl	
1592974	NEDD9	4739	ATSC	ATSC		neural precursor cell expressed, developmentally down-regulated 9				ATSC	Wong2008				human	NEDD9	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nedd9	
1592975	NFIB	4781	ATSC	ATSC		nuclear factor I/B				ATSC	Wong2008				human	NFIB	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nfib	
1592976	NFIX	4784	ATSC	ATSC		nuclear factor I/X (CCAAT-binding transcription factor)				ATSC	Wong2008				human	NFIX	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nfix	
1592977	NFKBIA	4792	ATSC	ATSC		NFKB inhibitor alpha				ATSC	Wong2008				human	NFKBIA	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nfkbia	
1592978	NFKBIZ	64332	ATSC	ATSC		NFKB inhibitor zeta				ATSC	Wong2008				human	NFKBIZ	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nfkbiz	
1592979	SLC9B2	133308	ATSC	ATSC		solute carrier family 9 member B2				ATSC	Wong2008				human	SLC9B2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nhedc2	
1592980	NICN1	84276	ATSC	ATSC		nicolin 1				ATSC	Wong2008				human	NICN1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nicn1	
1592981	NID1	4811	ATSC	ATSC		nidogen 1				ATSC	Wong2008				human	NID1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nid1	
1592982	NID2	22795	ATSC	ATSC		nidogen 2				ATSC	Wong2008				human	NID2	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nid2	
1592983	NIPSNAP1	8508	ATSC	ATSC		nipsnap homolog 1 (C. elegans)				ATSC	Wong2008				human	NIPSNAP1	Wong et al, Cell Stem Cell, 2008	Custom	9606														Nipsnap1	
